Current learning rate: 0.1
Epoch: [0][  0/383]	Loss 1.9858 (1.9858)	Accuracy 11.719 (11.719)
Epoch: [5][260/383]	Loss 1.8750 (1.8757)	Accuracy 25.000 (24.066)
Epoch: [5][270/383]	Loss 1.9095 (1.8751)	Accuracy 18.750 (24.086)
Epoch: [5][280/383]	Loss 1.9130 (1.8754)	Accuracy 20.312 (24.069)
Epoch: [5][290/383]	Loss 1.8758 (1.8754)	Accuracy 21.875 (24.060)
Epoch: [5][300/383]	Loss 1.8878 (1.8753)	Accuracy 25.781 (24.040)
Epoch: [5][310/383]	Loss 1.9109 (1.8748)	Accuracy 21.875 (24.028)
Epoch: [5][320/383]	Loss 1.8410 (1.8754)	Accuracy 28.125 (24.046)
Epoch: [5][330/383]	Loss 1.8915 (1.8756)	Accuracy 25.781 (24.032)
Epoch: [5][340/383]	Loss 1.8622 (1.8755)	Accuracy 25.000 (24.047)
Epoch: [5][350/383]	Loss 1.8873 (1.8749)	Accuracy 27.344 (24.121)
Epoch: [5][360/383]	Loss 1.8675 (1.8743)	Accuracy 26.562 (24.180)
Epoch: [5][370/383]	Loss 1.8787 (1.8739)	Accuracy 25.781 (24.261)
Epoch: [5][380/383]	Loss 1.8502 (1.8738)	Accuracy 27.344 (24.276)
Test: [  0/164]	Loss 1.8404 (1.8404)	Accuracy 34.375 (34.375)
Test: [ 10/164]	Loss 1.4558 (1.6941)	Accuracy 73.438 (37.997)
Test: [ 20/164]	Loss 2.0781 (1.7407)	Accuracy  6.250 (35.603)
Test: [ 30/164]	Loss 2.1720 (1.8254)	Accuracy  1.562 (27.193)
Test: [ 40/164]	Loss 1.9477 (1.8456)	Accuracy 12.500 (24.486)
Test: [ 50/164]	Loss 1.9515 (1.8634)	Accuracy  3.125 (22.365)
Test: [ 60/164]	Loss 1.9218 (1.8303)	Accuracy 14.062 (25.807)
Test: [ 70/164]	Loss 1.7117 (1.8419)	Accuracy 45.312 (24.648)
Test: [ 80/164]	Loss 2.1867 (1.8267)	Accuracy  0.000 (27.247)
Test: [ 90/164]	Loss 1.9424 (1.8504)	Accuracy 20.312 (24.923)
Test: [100/164]	Loss 1.5602 (1.8517)	Accuracy 39.844 (25.039)
Test: [110/164]	Loss 1.7156 (1.8314)	Accuracy 53.906 (27.675)
Test: [120/164]	Loss 1.9745 (1.8112)	Accuracy 17.188 (29.797)
Test: [130/164]	Loss 1.9508 (1.8216)	Accuracy 13.281 (29.324)
Test: [140/164]	Loss 1.9070 (1.8233)	Accuracy  9.375 (29.189)
Test: [150/164]	Loss 1.9757 (1.8287)	Accuracy  0.781 (27.815)
Test: [160/164]	Loss 2.1395 (1.8430)	Accuracy  2.344 (26.349)
 * Accuracy 25.959
Current best accuracy: 25.958927154541016
175.48734736442566
Current learning rate: 0.1
Epoch: [6][  0/383]	Loss 1.8440 (1.8440)	Accuracy 26.562 (26.562)
Epoch: [6][ 10/383]	Loss 1.8312 (1.8591)	Accuracy 28.125 (26.562)
Epoch: [6][ 20/383]	Loss 1.8346 (1.8673)	Accuracy 21.094 (24.516)
Epoch: [6][ 30/383]	Loss 1.8962 (1.8703)	Accuracy 25.000 (24.849)
Epoch: [6][ 40/383]	Loss 1.8943 (1.8736)	Accuracy 25.781 (24.638)
Epoch: [6][ 50/383]	Loss 1.8313 (1.8700)	Accuracy 27.344 (24.908)
Epoch: [6][ 60/383]	Loss 1.8380 (1.8703)	Accuracy 22.656 (24.603)
Epoch: [6][ 70/383]	Loss 1.8506 (1.8711)	Accuracy 22.656 (24.593)
Epoch: [6][ 80/383]	Loss 1.8742 (1.8698)	Accuracy 26.562 (24.605)
Epoch: [6][ 90/383]	Loss 1.8043 (1.8689)	Accuracy 33.594 (24.742)
Epoch: [6][100/383]	Loss 1.8531 (1.8676)	Accuracy 26.562 (24.714)
Epoch: [6][110/383]	Loss 1.8412 (1.8689)	Accuracy 26.562 (24.662)
Epoch: [6][120/383]	Loss 1.9057 (1.8690)	Accuracy 23.438 (24.664)
Epoch: [6][130/383]	Loss 1.9105 (1.8688)	Accuracy 20.312 (24.696)
Epoch: [6][140/383]	Loss 1.7841 (1.8680)	Accuracy 32.031 (24.706)
Epoch: [6][150/383]	Loss 1.9517 (1.8670)	Accuracy 18.750 (24.814)
Epoch: [6][160/383]	Loss 1.8429 (1.8655)	Accuracy 26.562 (25.073)
Epoch: [6][170/383]	Loss 1.8843 (1.8656)	Accuracy 28.125 (25.174)
Epoch: [6][180/383]	Loss 1.8973 (1.8655)	Accuracy 24.219 (25.155)
Epoch: [6][190/383]	Loss 1.9090 (1.8647)	Accuracy 32.031 (25.254)
Epoch: [6][200/383]	Loss 1.8093 (1.8643)	Accuracy 29.688 (25.249)
Epoch: [6][210/383]	Loss 1.8832 (1.8636)	Accuracy 27.344 (25.259)
Epoch: [6][220/383]	Loss 1.8872 (1.8639)	Accuracy 24.219 (25.219)
Epoch: [6][230/383]	Loss 1.8622 (1.8640)	Accuracy 21.094 (25.179)
Epoch: [6][240/383]	Loss 1.8769 (1.8642)	Accuracy 22.656 (25.126)
Epoch: [6][250/383]	Loss 1.9050 (1.8641)	Accuracy 19.531 (25.128)
Epoch: [6][260/383]	Loss 1.8212 (1.8646)	Accuracy 28.125 (25.042)
Epoch: [6][270/383]	Loss 1.8952 (1.8649)	Accuracy 28.125 (25.017)
Epoch: [6][280/383]	Loss 1.8610 (1.8649)	Accuracy 28.906 (25.031)
Epoch: [6][290/383]	Loss 1.8844 (1.8651)	Accuracy 21.875 (25.008)
Epoch: [6][300/383]	Loss 1.8397 (1.8646)	Accuracy 28.906 (25.078)
Epoch: [6][310/383]	Loss 1.9392 (1.8653)	Accuracy 17.969 (25.035)
Epoch: [6][320/383]	Loss 1.9094 (1.8651)	Accuracy 19.531 (25.092)
Epoch: [6][330/383]	Loss 1.8332 (1.8644)	Accuracy 21.875 (25.092)
Epoch: [6][340/383]	Loss 1.7993 (1.8644)	Accuracy 34.375 (25.117)
Epoch: [6][350/383]	Loss 1.8538 (1.8639)	Accuracy 21.875 (25.165)
Epoch: [6][360/383]	Loss 1.8437 (1.8636)	Accuracy 25.781 (25.223)
Epoch: [6][370/383]	Loss 1.8037 (1.8633)	Accuracy 28.125 (25.251)
Epoch: [6][380/383]	Loss 1.8414 (1.8632)	Accuracy 28.125 (25.275)
Test: [  0/164]	Loss 1.9666 (1.9666)	Accuracy 16.406 (16.406)
Test: [ 10/164]	Loss 1.5540 (1.8015)	Accuracy 57.812 (22.656)
Test: [ 20/164]	Loss 2.2509 (1.8423)	Accuracy  2.344 (25.744)
Test: [ 30/164]	Loss 2.1046 (1.9099)	Accuracy  3.906 (20.943)
Test: [ 40/164]	Loss 1.8355 (1.8897)	Accuracy 27.344 (22.485)
Test: [ 50/164]	Loss 2.0516 (1.8958)	Accuracy  2.344 (22.488)
Test: [ 60/164]	Loss 1.9547 (1.8574)	Accuracy 15.625 (25.884)
Test: [ 70/164]	Loss 1.6790 (1.8614)	Accuracy 47.656 (25.693)
Test: [ 80/164]	Loss 2.0905 (1.8355)	Accuracy  2.344 (28.607)
Test: [ 90/164]	Loss 1.8145 (1.8504)	Accuracy 25.000 (26.425)
Test: [100/164]	Loss 1.4646 (1.8541)	Accuracy 67.969 (26.926)
Test: [110/164]	Loss 1.8328 (1.8389)	Accuracy 40.625 (28.625)
Test: [120/164]	Loss 1.8646 (1.8197)	Accuracy 24.219 (30.262)
Test: [130/164]	Loss 1.7880 (1.8235)	Accuracy 21.094 (30.326)
Test: [140/164]	Loss 1.7330 (1.8163)	Accuracy 19.531 (30.779)
Test: [150/164]	Loss 1.7327 (1.8155)	Accuracy  6.250 (29.584)
Test: [160/164]	Loss 2.0926 (1.8255)	Accuracy  2.344 (28.275)
 * Accuracy 27.898
Current best accuracy: 27.898221969604492
171.62206745147705
Current learning rate: 0.1
Epoch: [7][  0/383]	Loss 1.8325 (1.8325)	Accuracy 28.906 (28.906)
Epoch: [7][ 10/383]	Loss 1.8780 (1.8501)	Accuracy 26.562 (27.557)
Epoch: [7][ 20/383]	Loss 1.8857 (1.8483)	Accuracy 23.438 (27.158)
Epoch: [7][ 30/383]	Loss 1.8754 (1.8473)	Accuracy 21.094 (26.890)
Epoch: [7][ 40/383]	Loss 1.8551 (1.8518)	Accuracy 29.688 (26.772)
Epoch: [7][ 50/383]	Loss 1.8192 (1.8481)	Accuracy 28.125 (26.777)
Epoch: [7][ 60/383]	Loss 1.8943 (1.8519)	Accuracy 23.438 (26.434)
Epoch: [7][ 70/383]	Loss 1.8527 (1.8522)	Accuracy 28.125 (26.342)
Epoch: [7][ 80/383]	Loss 1.8573 (1.8531)	Accuracy 25.781 (26.042)
Epoch: [7][ 90/383]	Loss 1.9258 (1.8550)	Accuracy 18.750 (26.030)
Epoch: [7][100/383]	Loss 1.9045 (1.8536)	Accuracy 17.969 (25.998)
Epoch: [7][110/383]	Loss 1.8445 (1.8554)	Accuracy 27.344 (25.831)
Epoch: [7][120/383]	Loss 1.8713 (1.8561)	Accuracy 22.656 (25.691)
Epoch: [7][130/383]	Loss 1.8841 (1.8575)	Accuracy 24.219 (25.608)
Epoch: [7][140/383]	Loss 1.8211 (1.8562)	Accuracy 27.344 (25.665)
Epoch: [7][150/383]	Loss 1.8102 (1.8540)	Accuracy 28.906 (25.792)
Epoch: [7][160/383]	Loss 1.8245 (1.8526)	Accuracy 25.781 (25.941)
Epoch: [7][170/383]	Loss 1.8271 (1.8515)	Accuracy 26.562 (25.982)
Epoch: [7][180/383]	Loss 1.7622 (1.8516)	Accuracy 35.156 (25.967)
Epoch: [7][190/383]	Loss 1.8417 (1.8519)	Accuracy 28.906 (25.945)
Epoch: [7][200/383]	Loss 1.8373 (1.8519)	Accuracy 24.219 (25.929)
Epoch: [7][210/383]	Loss 1.8104 (1.8521)	Accuracy 29.688 (25.889)
Epoch: [7][220/383]	Loss 1.8234 (1.8516)	Accuracy 29.688 (25.965)
Epoch: [7][230/383]	Loss 1.8315 (1.8523)	Accuracy 25.000 (25.917)
Epoch: [7][240/383]	Loss 1.8558 (1.8512)	Accuracy 32.812 (25.985)
Epoch: [7][250/383]	Loss 1.8674 (1.8517)	Accuracy 24.219 (25.987)
Epoch: [7][260/383]	Loss 1.9015 (1.8517)	Accuracy 20.312 (26.060)
Epoch: [7][270/383]	Loss 1.8336 (1.8519)	Accuracy 28.906 (26.009)
Epoch: [7][280/383]	Loss 1.8140 (1.8515)	Accuracy 25.000 (25.987)
Epoch: [7][290/383]	Loss 1.7945 (1.8509)	Accuracy 28.906 (25.999)
Epoch: [7][300/383]	Loss 1.7764 (1.8505)	Accuracy 32.031 (26.004)
Epoch: [7][310/383]	Loss 1.8830 (1.8504)	Accuracy 25.000 (26.035)
Epoch: [7][320/383]	Loss 1.7937 (1.8509)	Accuracy 31.250 (25.971)
Epoch: [7][330/383]	Loss 1.7993 (1.8506)	Accuracy 28.906 (26.003)
Epoch: [7][340/383]	Loss 1.8487 (1.8507)	Accuracy 25.000 (25.969)
Epoch: [7][350/383]	Loss 1.8499 (1.8506)	Accuracy 23.438 (26.019)
Epoch: [7][360/383]	Loss 1.8631 (1.8504)	Accuracy 30.469 (26.045)
Epoch: [7][370/383]	Loss 1.8231 (1.8502)	Accuracy 29.688 (26.061)
Epoch: [7][380/383]	Loss 1.8727 (1.8501)	Accuracy 25.000 (26.060)
Test: [  0/164]	Loss 1.9862 (1.9862)	Accuracy  4.688 ( 4.688)
Test: [ 10/164]	Loss 1.6859 (1.8334)	Accuracy 42.969 (19.673)
Test: [ 20/164]	Loss 2.3293 (1.8674)	Accuracy  0.781 (20.685)
Test: [ 30/164]	Loss 1.6910 (1.8283)	Accuracy 44.531 (27.218)
Test: [ 40/164]	Loss 1.2818 (1.7352)	Accuracy 88.281 (35.480)
Test: [ 50/164]	Loss 2.0053 (1.7305)	Accuracy  1.562 (36.336)
Test: [ 60/164]	Loss 1.9597 (1.7118)	Accuracy 16.406 (37.987)
Test: [ 70/164]	Loss 1.6955 (1.7453)	Accuracy 39.062 (35.134)
Test: [ 80/164]	Loss 2.0525 (1.7379)	Accuracy  3.906 (35.590)
Test: [ 90/164]	Loss 1.9275 (1.7577)	Accuracy 21.094 (33.310)
Test: [100/164]	Loss 1.9774 (1.7981)	Accuracy 13.281 (31.064)
Test: [110/164]	Loss 1.9563 (1.8015)	Accuracy 28.906 (31.334)
Test: [120/164]	Loss 2.0994 (1.8027)	Accuracy  3.125 (31.373)
Test: [130/164]	Loss 1.9245 (1.8222)	Accuracy 17.969 (30.254)
Test: [140/164]	Loss 1.9926 (1.8236)	Accuracy  7.031 (29.621)
Test: [150/164]	Loss 1.7482 (1.8331)	Accuracy  9.375 (28.068)
Test: [160/164]	Loss 2.1985 (1.8512)	Accuracy  3.125 (26.519)
 * Accuracy 26.097
Current best accuracy: 27.898221969604492
173.85177612304688
Current learning rate: 0.1
Epoch: [8][  0/383]	Loss 1.8598 (1.8598)	Accuracy 27.344 (27.344)
Epoch: [8][ 10/383]	Loss 1.8254 (1.8426)	Accuracy 32.031 (26.705)
Epoch: [8][ 20/383]	Loss 1.8162 (1.8346)	Accuracy 23.438 (27.232)
Epoch: [8][ 30/383]	Loss 1.8536 (1.8283)	Accuracy 24.219 (27.394)
Epoch: [8][ 40/383]	Loss 1.8756 (1.8252)	Accuracy 25.000 (27.153)
Epoch: [8][ 50/383]	Loss 1.8452 (1.8242)	Accuracy 30.469 (27.298)
Epoch: [8][ 60/383]	Loss 1.8052 (1.8254)	Accuracy 31.250 (27.523)
Epoch: [8][ 70/383]	Loss 1.9050 (1.8248)	Accuracy 21.875 (27.795)
Epoch: [8][ 80/383]	Loss 1.8258 (1.8235)	Accuracy 28.125 (27.913)
Epoch: [8][ 90/383]	Loss 1.8647 (1.8279)	Accuracy 27.344 (27.764)
Epoch: [8][100/383]	Loss 1.8449 (1.8318)	Accuracy 26.562 (27.638)
Epoch: [8][110/383]	Loss 1.9216 (1.8334)	Accuracy 23.438 (27.583)
Epoch: [8][120/383]	Loss 1.8645 (1.8340)	Accuracy 19.531 (27.583)
Epoch: [8][130/383]	Loss 1.8575 (1.8351)	Accuracy 25.000 (27.427)
Epoch: [8][140/383]	Loss 1.8499 (1.8356)	Accuracy 23.438 (27.178)
Epoch: [8][150/383]	Loss 1.8383 (1.8376)	Accuracy 25.000 (27.013)
Epoch: [8][160/383]	Loss 1.8474 (1.8371)	Accuracy 24.219 (27.028)
Epoch: [8][170/383]	Loss 1.7905 (1.8372)	Accuracy 28.125 (27.038)
Epoch: [8][180/383]	Loss 1.7672 (1.8378)	Accuracy 34.375 (27.029)
Epoch: [8][190/383]	Loss 1.8219 (1.8376)	Accuracy 32.031 (27.070)
Epoch: [8][200/383]	Loss 1.7898 (1.8374)	Accuracy 36.719 (27.107)
Epoch: [8][210/383]	Loss 1.8261 (1.8376)	Accuracy 28.125 (27.018)
Epoch: [8][220/383]	Loss 1.8488 (1.8383)	Accuracy 27.344 (26.955)
Epoch: [8][230/383]	Loss 1.9005 (1.8388)	Accuracy 25.781 (26.880)
Epoch: [8][240/383]	Loss 1.8461 (1.8388)	Accuracy 23.438 (26.841)
Epoch: [8][250/383]	Loss 1.8182 (1.8388)	Accuracy 29.688 (26.824)
Epoch: [8][260/383]	Loss 1.9107 (1.8383)	Accuracy 20.312 (26.871)
Epoch: [8][270/383]	Loss 1.8534 (1.8394)	Accuracy 25.781 (26.828)
Epoch: [8][280/383]	Loss 1.8116 (1.8389)	Accuracy 29.688 (26.891)
Epoch: [8][290/383]	Loss 1.8116 (1.8387)	Accuracy 25.781 (26.850)
Epoch: [8][300/383]	Loss 1.8317 (1.8379)	Accuracy 29.688 (26.934)
Epoch: [8][310/383]	Loss 1.8417 (1.8381)	Accuracy 21.875 (26.942)
Epoch: [8][320/383]	Loss 1.8065 (1.8377)	Accuracy 28.906 (27.015)
Epoch: [8][330/383]	Loss 1.8396 (1.8380)	Accuracy 26.562 (27.030)
Epoch: [8][340/383]	Loss 1.8711 (1.8384)	Accuracy 24.219 (27.009)
Epoch: [8][350/383]	Loss 1.8654 (1.8377)	Accuracy 26.562 (27.032)
Epoch: [8][360/383]	Loss 1.8145 (1.8373)	Accuracy 34.375 (27.095)
Epoch: [8][370/383]	Loss 1.8789 (1.8369)	Accuracy 30.469 (27.112)
Epoch: [8][380/383]	Loss 1.8591 (1.8368)	Accuracy 27.344 (27.112)
Test: [  0/164]	Loss 1.5437 (1.5437)	Accuracy 57.812 (57.812)
Test: [ 10/164]	Loss 1.2953 (1.4502)	Accuracy 64.062 (55.753)
Test: [ 20/164]	Loss 1.9262 (1.4603)	Accuracy 18.750 (55.655)
Test: [ 30/164]	Loss 2.5689 (1.6444)	Accuracy  1.562 (44.052)
Test: [ 40/164]	Loss 1.9250 (1.7410)	Accuracy 29.688 (37.976)
Test: [ 50/164]	Loss 1.8700 (1.7941)	Accuracy 11.719 (33.977)
Test: [ 60/164]	Loss 1.5650 (1.7448)	Accuracy 42.188 (34.580)
Test: [ 70/164]	Loss 1.6436 (1.7470)	Accuracy 31.250 (33.418)
Test: [ 80/164]	Loss 2.1345 (1.7540)	Accuracy  0.000 (31.645)
Test: [ 90/164]	Loss 1.8273 (1.7726)	Accuracy 15.625 (28.726)
Test: [100/164]	Loss 2.1612 (1.8108)	Accuracy 32.031 (27.560)
Test: [110/164]	Loss 2.1265 (1.8416)	Accuracy 28.906 (27.477)
Test: [120/164]	Loss 1.9667 (1.8409)	Accuracy 25.781 (28.299)
Test: [130/164]	Loss 2.0131 (1.8615)	Accuracy 26.562 (27.314)
Test: [140/164]	Loss 1.9469 (1.8627)	Accuracy 20.312 (27.366)
Test: [150/164]	Loss 1.8985 (1.8735)	Accuracy  0.000 (25.626)
Test: [160/164]	Loss 2.2446 (1.8912)	Accuracy  0.000 (24.083)
 * Accuracy 23.653
Current best accuracy: 27.898221969604492
164.93676376342773
Current learning rate: 0.1
Epoch: [9][  0/383]	Loss 1.8066 (1.8066)	Accuracy 23.438 (23.438)
Epoch: [9][ 10/383]	Loss 1.8814 (1.8303)	Accuracy 22.656 (27.202)
Epoch: [9][ 20/383]	Loss 1.8518 (1.8340)	Accuracy 23.438 (27.195)
Epoch: [9][ 30/383]	Loss 1.8503 (1.8381)	Accuracy 27.344 (26.966)
Epoch: [9][ 40/383]	Loss 1.8673 (1.8283)	Accuracy 32.031 (27.763)
Epoch: [9][ 50/383]	Loss 1.8517 (1.8294)	Accuracy 22.656 (27.390)
Epoch: [9][ 60/383]	Loss 1.8372 (1.8262)	Accuracy 28.906 (28.010)
Epoch: [9][ 70/383]	Loss 1.8105 (1.8247)	Accuracy 26.562 (28.048)
Epoch: [9][ 80/383]	Loss 1.9421 (1.8257)	Accuracy 17.188 (27.845)
Epoch: [9][ 90/383]	Loss 1.7721 (1.8239)	Accuracy 29.688 (27.979)
Epoch: [9][100/383]	Loss 1.8484 (1.8244)	Accuracy 22.656 (27.963)
Epoch: [9][110/383]	Loss 1.8320 (1.8248)	Accuracy 24.219 (27.858)
Epoch: [9][120/383]	Loss 1.8528 (1.8232)	Accuracy 26.562 (28.119)
Epoch: [9][130/383]	Loss 1.7968 (1.8242)	Accuracy 38.281 (28.179)
Epoch: [9][140/383]	Loss 1.7670 (1.8238)	Accuracy 31.250 (28.186)
Epoch: [9][150/383]	Loss 1.8082 (1.8241)	Accuracy 32.812 (28.197)
Epoch: [9][160/383]	Loss 1.8298 (1.8242)	Accuracy 28.125 (28.222)
Epoch: [9][170/383]	Loss 1.8303 (1.8251)	Accuracy 29.688 (28.226)
Epoch: [9][180/383]	Loss 1.7838 (1.8243)	Accuracy 29.688 (28.229)
Epoch: [9][190/383]	Loss 1.8473 (1.8248)	Accuracy 25.000 (28.137)
Epoch: [9][200/383]	Loss 1.7422 (1.8239)	Accuracy 31.250 (28.195)
Epoch: [9][210/383]	Loss 1.8947 (1.8215)	Accuracy 21.094 (28.303)
Epoch: [9][220/383]	Loss 1.7527 (1.8205)	Accuracy 34.375 (28.429)
Epoch: [9][230/383]	Loss 1.7853 (1.8203)	Accuracy 26.562 (28.365)
Epoch: [9][240/383]	Loss 1.8812 (1.8215)	Accuracy 25.781 (28.307)
Epoch: [9][250/383]	Loss 1.8176 (1.8208)	Accuracy 32.031 (28.358)
Epoch: [9][260/383]	Loss 1.7767 (1.8197)	Accuracy 28.125 (28.388)
Epoch: [9][270/383]	Loss 1.8472 (1.8197)	Accuracy 25.781 (28.384)
Epoch: [9][280/383]	Loss 1.7746 (1.8198)	Accuracy 32.812 (28.381)
Epoch: [9][290/383]	Loss 1.8132 (1.8200)	Accuracy 30.469 (28.375)
Epoch: [9][300/383]	Loss 1.8043 (1.8196)	Accuracy 32.031 (28.431)
Epoch: [9][310/383]	Loss 1.8024 (1.8192)	Accuracy 30.469 (28.434)
Epoch: [9][320/383]	Loss 1.9074 (1.8190)	Accuracy 24.219 (28.485)
Epoch: [9][330/383]	Loss 1.8315 (1.8194)	Accuracy 29.688 (28.455)
Epoch: [9][340/383]	Loss 1.7191 (1.8193)	Accuracy 32.031 (28.409)
Epoch: [9][350/383]	Loss 1.7579 (1.8198)	Accuracy 34.375 (28.408)
Epoch: [9][360/383]	Loss 1.7983 (1.8195)	Accuracy 33.594 (28.460)
Epoch: [9][370/383]	Loss 1.7292 (1.8191)	Accuracy 32.031 (28.512)
Epoch: [9][380/383]	Loss 1.7728 (1.8186)	Accuracy 30.469 (28.527)
Test: [  0/164]	Loss 1.9869 (1.9869)	Accuracy 14.062 (14.062)
Test: [ 10/164]	Loss 1.4876 (1.7746)	Accuracy 53.906 (27.060)
Test: [ 20/164]	Loss 2.4084 (1.8427)	Accuracy  0.781 (28.460)
Test: [ 30/164]	Loss 1.8416 (1.8563)	Accuracy 23.438 (27.923)
Test: [ 40/164]	Loss 1.4338 (1.7502)	Accuracy 51.562 (34.432)
Test: [ 50/164]	Loss 2.2067 (1.7486)	Accuracy  2.344 (34.727)
Test: [ 60/164]	Loss 2.0979 (1.7636)	Accuracy  3.906 (34.477)
Test: [ 70/164]	Loss 1.6619 (1.8022)	Accuracy 34.375 (31.580)
Test: [ 80/164]	Loss 2.1201 (1.7742)	Accuracy  2.344 (33.410)
Test: [ 90/164]	Loss 1.6903 (1.7976)	Accuracy 41.406 (31.198)
Test: [100/164]	Loss 1.1127 (1.7997)	Accuracy 75.000 (31.002)
Test: [110/164]	Loss 1.7383 (1.7844)	Accuracy 36.719 (32.186)
Test: [120/164]	Loss 1.8394 (1.7623)	Accuracy 21.875 (33.368)
Test: [130/164]	Loss 1.5960 (1.7632)	Accuracy 37.500 (33.129)
Test: [140/164]	Loss 1.8484 (1.7572)	Accuracy 21.875 (33.461)
Test: [150/164]	Loss 1.9140 (1.7685)	Accuracy  3.125 (31.550)
Test: [160/164]	Loss 2.4563 (1.7995)	Accuracy  0.781 (29.770)
 * Accuracy 29.290
Current best accuracy: 29.289560317993164
170.50119614601135
Current learning rate: 0.1
Epoch: [10][  0/383]	Loss 1.8589 (1.8589)	Accuracy 27.344 (27.344)
Epoch: [10][ 10/383]	Loss 1.8773 (1.8274)	Accuracy 25.781 (27.131)
Epoch: [10][ 20/383]	Loss 1.8060 (1.8207)	Accuracy 27.344 (27.902)
Epoch: [10][ 30/383]	Loss 1.7690 (1.8162)	Accuracy 35.156 (28.528)
Epoch: [10][ 40/383]	Loss 1.8124 (1.8168)	Accuracy 29.688 (28.468)
Epoch: [10][ 50/383]	Loss 1.8520 (1.8142)	Accuracy 23.438 (28.661)
Epoch: [10][ 60/383]	Loss 1.7674 (1.8134)	Accuracy 34.375 (28.689)
Epoch: [10][ 70/383]	Loss 1.8121 (1.8158)	Accuracy 28.906 (28.477)
Epoch: [10][ 80/383]	Loss 1.8121 (1.8147)	Accuracy 26.562 (28.569)
Epoch: [10][ 90/383]	Loss 1.8139 (1.8130)	Accuracy 25.781 (28.571)
Epoch: [10][100/383]	Loss 1.8205 (1.8104)	Accuracy 28.906 (28.937)
Epoch: [10][110/383]	Loss 1.7827 (1.8105)	Accuracy 30.469 (28.878)
Epoch: [10][120/383]	Loss 1.8262 (1.8109)	Accuracy 25.781 (28.809)
Epoch: [10][130/383]	Loss 1.8118 (1.8104)	Accuracy 25.781 (28.775)
Epoch: [10][140/383]	Loss 1.8022 (1.8110)	Accuracy 28.125 (28.696)
Epoch: [10][150/383]	Loss 1.8271 (1.8103)	Accuracy 28.125 (28.658)
Epoch: [10][160/383]	Loss 1.7500 (1.8099)	Accuracy 33.594 (28.683)
Epoch: [10][170/383]	Loss 1.7687 (1.8108)	Accuracy 33.594 (28.701)
Epoch: [10][180/383]	Loss 1.8080 (1.8110)	Accuracy 30.469 (28.729)
Epoch: [10][190/383]	Loss 1.7269 (1.8098)	Accuracy 35.156 (28.779)
Epoch: [10][200/383]	Loss 1.7670 (1.8094)	Accuracy 32.812 (28.817)
Epoch: [10][210/383]	Loss 1.7788 (1.8090)	Accuracy 28.125 (28.758)
Epoch: [10][220/383]	Loss 1.7828 (1.8084)	Accuracy 25.781 (28.793)
Epoch: [10][230/383]	Loss 1.8408 (1.8077)	Accuracy 28.125 (28.845)
Epoch: [10][240/383]	Loss 1.8066 (1.8074)	Accuracy 32.812 (28.935)
Epoch: [10][250/383]	Loss 1.7997 (1.8066)	Accuracy 27.344 (28.990)
Epoch: [10][260/383]	Loss 1.7572 (1.8065)	Accuracy 32.031 (29.014)
Epoch: [10][270/383]	Loss 1.8873 (1.8056)	Accuracy 25.000 (29.068)
Epoch: [10][280/383]	Loss 1.8031 (1.8050)	Accuracy 30.469 (29.109)
Epoch: [10][290/383]	Loss 1.8407 (1.8040)	Accuracy 27.344 (29.161)
Epoch: [10][300/383]	Loss 1.7748 (1.8042)	Accuracy 25.000 (29.140)
Epoch: [10][310/383]	Loss 1.7558 (1.8044)	Accuracy 29.688 (29.120)
Epoch: [10][320/383]	Loss 1.7774 (1.8045)	Accuracy 32.812 (29.140)
Epoch: [10][330/383]	Loss 1.7839 (1.8046)	Accuracy 31.250 (29.090)
Epoch: [10][340/383]	Loss 1.7631 (1.8048)	Accuracy 29.688 (29.055)
Epoch: [10][350/383]	Loss 1.8497 (1.8046)	Accuracy 24.219 (29.095)
Epoch: [10][360/383]	Loss 1.8237 (1.8041)	Accuracy 29.688 (29.166)
Epoch: [10][370/383]	Loss 1.8323 (1.8042)	Accuracy 29.688 (29.174)
Epoch: [10][380/383]	Loss 1.7678 (1.8046)	Accuracy 32.812 (29.138)
Test: [  0/164]	Loss 1.6841 (1.6841)	Accuracy 35.938 (35.938)
Test: [ 10/164]	Loss 1.2203 (1.4453)	Accuracy 80.469 (50.994)
Test: [ 20/164]	Loss 2.0068 (1.4917)	Accuracy  6.250 (47.656)
Test: [ 30/164]	Loss 2.0876 (1.5605)	Accuracy 15.625 (44.279)
Test: [ 40/164]	Loss 1.0819 (1.5533)	Accuracy 71.094 (44.627)
Test: [ 50/164]	Loss 2.2128 (1.6197)	Accuracy  0.000 (41.605)
Test: [ 60/164]	Loss 2.0551 (1.6442)	Accuracy 13.281 (40.510)
Test: [ 70/164]	Loss 1.5531 (1.6983)	Accuracy 38.281 (37.885)
Test: [ 80/164]	Loss 1.8899 (1.6958)	Accuracy  3.906 (35.735)
Test: [ 90/164]	Loss 1.7415 (1.7072)	Accuracy 25.781 (33.611)
Test: [100/164]	Loss 1.8528 (1.7427)	Accuracy 39.062 (31.753)
Test: [110/164]	Loss 1.9410 (1.7475)	Accuracy 22.656 (32.116)
Test: [120/164]	Loss 1.6797 (1.7456)	Accuracy 31.250 (32.599)
Test: [130/164]	Loss 1.7656 (1.7398)	Accuracy 29.688 (33.039)
Test: [140/164]	Loss 1.9808 (1.7317)	Accuracy 26.562 (33.594)
