Epoch: [0][ 0/96]	Loss 2.0977 (2.0977)	Accuracy 16.406 (16.406)
Epoch: [94][70/96]	Loss 0.9306 (0.8808)	Accuracy 71.875 (70.081)
Epoch: [94][80/96]	Loss 0.7728 (0.8795)	Accuracy 71.875 (69.994)
Epoch: [94][90/96]	Loss 0.8789 (0.8780)	Accuracy 66.406 (70.029)
Test: [ 0/24]	Loss 0.7493 (0.7493)	Accuracy 75.000 (75.000)
Test: [10/24]	Loss 0.4089 (0.6400)	Accuracy 89.844 (78.622)
Test: [20/24]	Loss 0.6875 (0.6738)	Accuracy 78.125 (77.567)
 * Accuracy 77.314
Epoch: [95][ 0/96]	Loss 0.8207 (0.8207)	Accuracy 68.750 (68.750)
Epoch: [95][10/96]	Loss 0.8182 (0.8520)	Accuracy 70.312 (70.170)
Epoch: [95][20/96]	Loss 0.7869 (0.8580)	Accuracy 71.094 (70.982)
Epoch: [95][30/96]	Loss 1.0831 (0.8782)	Accuracy 60.938 (70.413)
Epoch: [95][40/96]	Loss 0.8913 (0.8733)	Accuracy 68.750 (70.370)
Epoch: [95][50/96]	Loss 0.8733 (0.8667)	Accuracy 74.219 (70.879)
Epoch: [95][60/96]	Loss 0.8130 (0.8670)	Accuracy 71.094 (70.825)
Epoch: [95][70/96]	Loss 0.9210 (0.8682)	Accuracy 70.312 (70.753)
Epoch: [95][80/96]	Loss 0.9857 (0.8707)	Accuracy 64.844 (70.525)
Epoch: [95][90/96]	Loss 0.9273 (0.8732)	Accuracy 64.062 (70.295)
Test: [ 0/24]	Loss 0.7674 (0.7674)	Accuracy 74.219 (74.219)
Test: [10/24]	Loss 0.3795 (0.6325)	Accuracy 91.406 (79.190)
Test: [20/24]	Loss 0.7098 (0.6713)	Accuracy 78.125 (77.641)
 * Accuracy 77.282
Epoch: [96][ 0/96]	Loss 0.9218 (0.9218)	Accuracy 66.406 (66.406)
Epoch: [96][10/96]	Loss 0.7314 (0.9273)	Accuracy 80.469 (69.886)
Epoch: [96][20/96]	Loss 0.8848 (0.9165)	Accuracy 70.312 (69.940)
Epoch: [96][30/96]	Loss 0.9220 (0.9032)	Accuracy 69.531 (69.909)
Epoch: [96][40/96]	Loss 0.7115 (0.8883)	Accuracy 78.125 (70.427)
Epoch: [96][50/96]	Loss 0.7766 (0.8766)	Accuracy 77.344 (70.757)
Epoch: [96][60/96]	Loss 0.8642 (0.8729)	Accuracy 72.656 (70.722)
Epoch: [96][70/96]	Loss 0.9260 (0.8733)	Accuracy 67.188 (70.610)
Epoch: [96][80/96]	Loss 0.8285 (0.8676)	Accuracy 71.875 (70.785)
Epoch: [96][90/96]	Loss 0.8513 (0.8678)	Accuracy 69.531 (70.690)
Test: [ 0/24]	Loss 0.7547 (0.7547)	Accuracy 73.438 (73.438)
Test: [10/24]	Loss 0.3996 (0.6407)	Accuracy 89.844 (78.480)
Test: [20/24]	Loss 0.6900 (0.6724)	Accuracy 78.125 (77.530)
 * Accuracy 77.249
Epoch: [97][ 0/96]	Loss 0.8529 (0.8529)	Accuracy 72.656 (72.656)
Epoch: [97][10/96]	Loss 1.0259 (0.8874)	Accuracy 61.719 (70.526)
Epoch: [97][20/96]	Loss 0.9903 (0.9112)	Accuracy 64.062 (69.345)
Epoch: [97][30/96]	Loss 0.7857 (0.9106)	Accuracy 73.438 (68.926)
Epoch: [97][40/96]	Loss 0.8212 (0.8966)	Accuracy 70.312 (69.607)
Epoch: [97][50/96]	Loss 0.8167 (0.8880)	Accuracy 74.219 (69.562)
Epoch: [97][60/96]	Loss 0.9440 (0.8817)	Accuracy 67.188 (69.685)
Epoch: [97][70/96]	Loss 0.9123 (0.8801)	Accuracy 67.188 (69.718)
Epoch: [97][80/96]	Loss 0.8616 (0.8764)	Accuracy 71.875 (69.888)
Epoch: [97][90/96]	Loss 0.8453 (0.8766)	Accuracy 72.656 (69.935)
Test: [ 0/24]	Loss 0.7763 (0.7763)	Accuracy 74.219 (74.219)
Test: [10/24]	Loss 0.4124 (0.6482)	Accuracy 89.844 (78.480)
Test: [20/24]	Loss 0.6853 (0.6773)	Accuracy 78.906 (77.567)
 * Accuracy 77.379
Epoch: [98][ 0/96]	Loss 0.8846 (0.8846)	Accuracy 69.531 (69.531)
Epoch: [98][10/96]	Loss 0.7899 (0.8463)	Accuracy 76.562 (71.946)
Epoch: [98][20/96]	Loss 0.9590 (0.8576)	Accuracy 66.406 (71.317)
Epoch: [98][30/96]	Loss 1.0461 (0.8747)	Accuracy 65.625 (70.388)
Epoch: [98][40/96]	Loss 0.8553 (0.8710)	Accuracy 71.094 (70.636)
Epoch: [98][50/96]	Loss 0.8413 (0.8706)	Accuracy 69.531 (70.711)
Epoch: [98][60/96]	Loss 0.9520 (0.8663)	Accuracy 66.406 (70.722)
Epoch: [98][70/96]	Loss 0.9517 (0.8745)	Accuracy 67.188 (70.312)
Epoch: [98][80/96]	Loss 0.9562 (0.8790)	Accuracy 64.062 (70.139)
Epoch: [98][90/96]	Loss 0.9167 (0.8800)	Accuracy 71.875 (70.038)
Test: [ 0/24]	Loss 0.7299 (0.7299)	Accuracy 75.781 (75.781)
Test: [10/24]	Loss 0.4031 (0.6370)	Accuracy 89.844 (78.693)
Test: [20/24]	Loss 0.6752 (0.6768)	Accuracy 79.688 (77.344)
 * Accuracy 77.119
Epoch: [99][ 0/96]	Loss 0.7266 (0.7266)	Accuracy 78.906 (78.906)
Epoch: [99][10/96]	Loss 0.8612 (0.8326)	Accuracy 71.094 (71.591)
Epoch: [99][20/96]	Loss 0.6792 (0.8385)	Accuracy 78.125 (71.094)
Epoch: [99][30/96]	Loss 0.9513 (0.8631)	Accuracy 66.406 (70.212)
Epoch: [99][40/96]	Loss 0.9229 (0.8704)	Accuracy 64.062 (70.332)
Epoch: [99][50/96]	Loss 0.8464 (0.8755)	Accuracy 73.438 (70.159)
Epoch: [99][60/96]	Loss 0.8844 (0.8764)	Accuracy 68.750 (70.184)
Epoch: [99][70/96]	Loss 0.7963 (0.8703)	Accuracy 75.781 (70.489)
Epoch: [99][80/96]	Loss 1.0044 (0.8693)	Accuracy 69.531 (70.505)
Epoch: [99][90/96]	Loss 0.7517 (0.8741)	Accuracy 74.219 (70.287)
Test: [ 0/24]	Loss 0.7715 (0.7715)	Accuracy 73.438 (73.438)
Test: [10/24]	Loss 0.4031 (0.6435)	Accuracy 89.844 (78.196)
Test: [20/24]	Loss 0.6952 (0.6729)	Accuracy 78.125 (77.195)
 * Accuracy 76.988
